No,エリア,都内1事業所,全国1事業所,法人種別,都内事業所数,全国事業所数,事業所タイプ(推定),法人番号,法人名,代表者名,管理者名,事業所名,事業所番号,事業所所在地,電話番号,電話番号(整形),FAX,ホームページ,利用可能曜日,指定年月日,記録者,架電状況,架電日,架電回数,対応者,見込み度,次回アクション,次回架電予定日,希望時間帯,通話メモ,備考
1481,練馬区,○,○,営利法人,1,1,独立系,7011601019314,株式会社　大福,,,居宅介護支援事業所　だいふく,1372010494,東京都練馬区田柄5-27-8206,03-5848-9101,03-5848-9101,03-5848-9106,http://hp.kaipoke.biz/zmz/,平日,,,,,,,,,,,,
1483,練馬区,○,○,営利法人,1,1,独立系,4011601015423,株式会社　幸,,,介護ステーション幸,1372007011,東京都練馬区石神井町4-7-24エスポワール92　203号室,03-6913-2130,03-6913-2130,03-5923-9536,https://sachi.cc/,平日,,,,,,,,,,,,
1484,練馬区,○,○,営利法人,1,1,独立系,3011601004674,株式会社　東基,,,居宅介護支援事業所　東基,1372011906,東京都練馬区貫井3丁目41番1号,03-3998-1493,03-3998-1493,03-3998-1192,,"平日,土曜日",,,,,,,,,,,,
1485,練馬区,○,○,営利法人,1,1,独立系,9011601019519,株式会社あるふぁ,,,ケアプランあるふぁ,1372013258,東京都練馬区土支田3－1－25,03－5935－4258,03-5935-4258,03－5935－4259,https://www.alpha-nerima.com/,平日,,,,,,,,,,,,
1486,練馬区,○,○,営利法人,1,1,独立系,8011601011666,株式会社けんしんケアサービス,,,けんしん石神井公園居宅介護支援事業所,1372004489,東京都練馬区石神井町３－１９－１６石神井公園ＭＳＰ2ビル２階Ｃ号室,03-6913-2828,03-6913-2828,03-6913-2829,https://www.kenshincare.com/,平日,,,,,,,,,,,,
1487,練馬区,○,,営利法人,1,2,独立系,5010001237916,株式会社なでし子,,,撫子ケアセンター,1372014678,東京都練馬区中村北3-21-8奈良ビル4階,03-5848-3255,03-5848-3255,03-5848-3256,,"平日,祝日",,,,,,,,,,,,
1489,練馬区,○,○,営利法人,1,1,独立系,3011601013015,株式会社ひかりケア,,,居宅介護支援事業所　ひかり,1372006161,東京都練馬区大泉学園町１－３１－８メルヴェーユ大泉学園２０２,03-5947-4047,03-5947-4047,03-5947-6071,http://hikaricare.com,平日,,,,,,,,,,,,
1490,練馬区,○,○,営利法人,1,1,独立系,9011601016524,株式会社みんなのかいご,,,みんなのかいご練馬居宅介護支援事業所,1372007888,東京都練馬区豊玉北５丁目６番８号,03-5912-2720,03-5912-2720,03-5912-2721,http://minnanokaigo.net//,平日,,,,,,,,,,,,
1495,練馬区,○,○,営利法人,1,1,独立系,6030001154150,株式会社イーズ,,,スコルタケア,1372015030,東京都練馬区東大泉3-4-2第３大新ビル301,03-5935-8441,03-5935-8441,03-5935-8447,,平日,,,,,,,,,,,,
1496,練馬区,○,,営利法人,1,7,独立系,5010501033385,株式会社エスケアメイト,,,エスケアステーション練馬　居宅介護支援,1372009694,東京都練馬区東大泉１－１８－１３,03-5947-6204,03-5947-6204,03-3978-2981,http://www.s-caremate.co.jp,"平日,祝日",,,,,,,,,,,,
1497,練馬区,○,○,営利法人,1,1,独立系,5011601016957,株式会社エリアスタ,,,居宅介護支援事業所らいじんぐ,1372002699,東京都練馬区大泉町２-５９-２２サニーガーデン大泉1号,03-5905-6022,03-5905-6022,03-5905-6023,http://areasta.wixsite.com/mysite-2/blank-1,平日,,,,,,,,,,,,
1498,練馬区,○,○,営利法人,1,1,独立系,5011601001117,株式会社エリ商事,,,たーとす,1372001618,東京都練馬区錦2-10-3,03-3933-1227,03-3933-1227,03-6913-0536,https://tortoise-kaigo.jp,"平日,土曜日",,,,,,,,,,,,
1499,練馬区,○,○,営利法人,1,1,独立系,7011601012995,株式会社エンジェルケアー,,,エンジェルケアー,1372007201,東京都練馬区三原台２－２－８ひかり荘２０１,03-6750-7761,03-6750-7761,03-6750-7762,http://angelcare.kai5.jp,"平日,祝日",,,,,,,,,,,,
1500,練馬区,○,○,営利法人,1,1,独立系,2011601018849,株式会社ケアサービスリタ,,,ライフアシストリタ,1372011781,東京都練馬区北町8-12-8-102,03-6906-9017,03-6906-9017,03-6906-9018,,"平日,祝日",,,,,,,,,,,,
1501,練馬区,○,,営利法人,1,2,独立系,6011601002023,株式会社ケアサービス伊東,,,居宅介護支援事業所ケアサービス伊東,1372000016,東京都練馬区早宮２－１６－２６,03-3934-1210,03-3934-1210,03-3934-1368,http://www.careservice-ito.com/,"平日,土曜日",,,,,,,,,,,,
1503,練馬区,○,○,営利法人,1,1,独立系,8011601017440,株式会社コミュニティ・ケア,,,コミュニティ・ケア,1372003556,東京都練馬区西大泉三丁目26番地15号さかえやビル2F,03-5933-0620,03-5933-0620,03-5933-0557,http://www.communitycare-ooizumi.co.jp,"平日,祝日",,,,,,,,,,,,
1506,練馬区,○,○,営利法人,1,1,独立系,6011602021930,株式会社スマイルケアねりま,,,スマイルケアねりま,1372003663,東京都練馬区高松1－13－9,03-5971-3261,03-5971-3261,03-5971-3263,http://www.smilecarenerima.jp/,"平日,土曜日",,,,,,,,,,,,
1509,練馬区,○,○,営利法人,1,1,独立系,8011601018372,株式会社トータル・ケア,,,トータル・ケア,1372009611,東京都練馬区大泉学園町2-15-14泉谷ビル201,03-5935-4168,03-5935-4168,03-5935-4169,,平日,,,,,,,,,,,,
1510,練馬区,○,○,営利法人,1,1,独立系,2011601011052,株式会社ドリームタイム,,,ケアプラン　金のまり,1372006377,東京都練馬区石神井台八丁目8番8号,03-6766-8660,03-6766-8660,03-6766-8680,,平日,,,,,,,,,,,,
1511,練馬区,○,○,営利法人,1,1,訪問看護併設,1011601012712,株式会社ハビタット,,,光が丘訪問看護ステーション,1372005544,東京都練馬区田柄4-1-16,03-3930-3011,03-3930-3011,03-3930-3012,http://www.habitat-2006.co.jp,平日,,,,,,,,,,,,
1512,練馬区,○,○,営利法人,1,1,独立系,7011601020775,株式会社ハーモニー,,,居宅介護支援ハーモニー,1372011484,東京都練馬区東大泉5-36-12森川ビル303,03 6904 4846,03-6904-4846,03 6904 4813,,平日,,,,,,,,,,,,
1517,練馬区,○,○,営利法人,1,1,独立系,4010001192781,株式会社ユニティプランニング,,,ケア長楽,1372015121,東京都練馬区上石神井3-14-9,07021546617,07021546617,0363254096,https://unity-p.co.jp,"平日,土曜日,祝日",,,,,,,,,,,,
1518,練馬区,○,○,営利法人,1,1,独立系,1011601016878,株式会社ユーアイコーポレーション,,,ユーアイケアセンター,1372009025,東京都練馬区石神井町2-9-15リープ石神井4F,03-6913-4937,03-6913-4937,03-6913-4938,,平日,,,,,,,,,,,,
1519,練馬区,○,○,営利法人,1,1,独立系,5011601016536,株式会社ライフサービスＫＥＮ,,,ジョイ・サプライ,1372007839,東京都練馬区中村南２－１１－３グロワール南１０３号,03-3577-9561,03-3577-9561,03-3577-9562,,平日,,,,,,,,,,,,
1520,練馬区,○,○,営利法人,1,1,独立系,6012401020792,株式会社リニエR,,,リニエケアプランセンター練馬,1372011658,東京都練馬区高野台2丁目8番地2,03-5848-4507,03-5848-4507,03-5848-4508,https://linie-group.jp/office/care-plan-center-nerima/,平日,,,,,,,,,,,,
1521,練馬区,○,○,営利法人,1,1,独立系,7011601013515,株式会社リレーション,,,ケアウェル練馬,1372006237,東京都練馬区豊玉上1-1-181階,03-6914-7611,03-6914-7611,03-6914-7612,http://www.relation-well.jp,"平日,土曜日,日曜日",,,,,,,,,,,,
1522,練馬区,○,○,営利法人,1,1,独立系,9011301025767,株式会社喜咲,,,ケアプラン野いちご,1372014496,東京都練馬区下石神井3-6-42,03-6913-4733,03-6913-4733,03-6913-4728,https://www.kisaku2020.co.jp/care.html,平日,,,,,,,,,,,,
1523,練馬区,○,○,営利法人,1,1,独立系,7011601022210,株式会社小手毬,,,居宅介護支援事業所すずかけ,1372014413,東京都練馬区桜台2-8-4MKヒルズ203,03-6915-8523,03-6915-8523,03-6915-8581,https://kodemari.co.jp/company,平日,,,,,,,,,,,,
1524,練馬区,○,○,営利法人,1,1,独立系,8011601002392,株式会社山和,,,居宅介護支援事業所花ちゃん,1372001881,東京都練馬区向山３－７－６,03-3999-5416,03-3999-5416,03-3926-6696,,"平日,土曜日,日曜日,祝日",,,,,,,,,,,,
1525,練馬区,○,○,営利法人,1,1,独立系,7011601005677,株式会社早宮エンジニアリング,,,株式会社　早宮エンジニアリング,1372002475,東京都練馬区早宮１－２９－１５,03-3991-0147,03-3991-0147,03-3991-0117,http://www2.tbb.t-com.ne.jp/hayamiya/,"平日,土曜日,祝日",,,,,,,,,,,,
1527,練馬区,○,○,営利法人,1,1,独立系,6011601029132,株式会社福ろう,,,居宅介護支援事業所　ふくろう,1372015204,東京都練馬区田柄5-27-8シノベハイツ103,03-5848-2982,03-5848-2982,03-5848-2984,,平日,,,,,,,,,,,,
1529,練馬区,○,○,営利法人,1,1,独立系,3011501015706,株式会社維新ネット,,,みちなか居宅,1372014520,東京都練馬区大泉町1-6-5清水山第2パークハイツ406号,03-5935-9028,03-5935-9028,03-5935-9029,,平日,,,,,,,,,,,,
1530,練馬区,○,○,営利法人,1,1,独立系,6011601017574,株式会社蒼天,,,アイリスケア,1372010304,東京都練馬区石神井台5-15-6,03-5936-8803,03-5936-8803,03-5936-8804,,平日,,,,,,,,,,,,
1531,練馬区,○,○,営利法人,1,1,独立系,5010901034215,株式会社錦祥,,,居宅介護支援事業所すばる,1372015022,東京都練馬区錦1-16-11,090-2414-5086,090-2414-5086,050-3588-4490,,平日,,,,,,,,,,,,
1532,練馬区,○,○,営利法人,1,1,独立系,5011601022121,株式会社Ｃ－コネクト,,,居宅介護支援事業所ふれあい,1372012664,東京都練馬区大泉学園町4-22-4パールハイツ大塚201,03-5935-7013,03-5935-7013,03-5935-8785,https://c-connect-ooizumigakuen.com/,平日,,,,,,,,,,,,
1535,練馬区,○,○,営利法人,1,1,独立系,2012703002609,株式会社ＭＥＤＰＥＲ,,,ケアプランセンターメドパー,1372015014,東京都練馬区西大泉５丁目−３２−２３,050-5799-9325,050-5799-9325,03-4496-4223,,"平日,祝日",,,,,,,,,,,,
1559,練馬区,○,○,営利法人,1,1,独立系,2011602011621,青空ケアサポートセンター有限会社,,,青空ケアサポートセンター有限会社,1372002046,東京都練馬区西大泉６－１４－２０,03-5947-2588,03-5947-2588,03-5947-4188,https://www.aozora-sun.co.jp/,"平日,土曜日,祝日",,,,,,,,,,,,
1560,練馬区,○,○,営利法人,1,1,独立系,3011601013130,青空株式会社,,,ケアサービス青空,1372009587,東京都練馬区田柄２－２８－２５,03-6909-9975,03-6909-9975,03-6909-9985,,"平日,祝日",,,,,,,,,,,,
1568,荒川区,○,○,営利法人,1,1,独立系,7011501005125,アサヒ産業株式会社,,,アサヒトラスト介護支援センター荒川,1371803931,東京都荒川区東尾久1-23-102Ｆ,03-5901-9522,03-5901-9522,03-5901-9523,http://www.asahisan.co.jp/,平日,,,,,,,,,,,,
1569,荒川区,○,○,営利法人,1,1,独立系,9011502013414,ケア・プランニング株式会社,,,ホットステーションSUN荒川,1371802743,東京都荒川区荒川5-36-1丸山マンション1F,03-6807-9917,03-6807-9917,03-6807-9923,http://www.best-kaigo.com,平日,,,,,,,,,,,,
1570,荒川区,○,○,営利法人,1,1,独立系,2011502014344,ミレサポート有限会社,,,ミレサポート,1371801695,東京都荒川区東日暮里５丁目２６番４号竹山ビル１階,０３－６４５８－３１０７,03-6458-3107,０３－３８０７－３１６４,https://www.mire-support.co.jp/,"平日,祝日",,,,,,,,,,,,
1578,荒川区,○,○,営利法人,1,1,独立系,3011503006760,合同会社あかり,,,ケアプランあかり,1371805019,東京都荒川区荒川6丁目53-11101,03-5901-9435,03-5901-9435,03-5901-9436,,平日,,,,,,,,,,,,
1579,荒川区,○,○,営利法人,1,1,独立系,7011503003820,合同会社アトム,,,アトムプランセンター,1371804426,東京都荒川区町屋３－３０－１５マロニエⅡ,０３－６２４０－８００６,03-6240-8006,０３－６２４０－８００７,,"平日,土曜日",,,,,,,,,,,,
1580,荒川区,○,○,営利法人,1,1,独立系,8011503001996,合同会社スリーハート介護,,,さくら支援ステーションスリーハート,1371802685,東京都荒川区西尾久3-22-14ルミナス富岡,03-5856-7791,03-5856-7791,03-5856-7792,https://www.sakura-mondex.co.jp,平日,,,,,,,,,,,,
1581,荒川区,○,○,営利法人,1,1,独立系,1011503004361,合同会社天の川,,,仲町ケアサポート,1371804574,東京都荒川区荒川3-24-4浜野ビル1階,03-5604-9063,03-5604-9063,03-5604-9064,,"平日,祝日",,,,,,,,,,,,
1582,荒川区,○,○,営利法人,1,1,独立系,1011502014592,有限会社おもいやり,,,ケアプランセンターおもいやり,1371801752,東京都荒川区荒川6-61-1ヒロマチヤ102,03-5692-5337,03-5692-5337,03-5692-5336,,"平日,祝日",,,,,,,,,,,,
1583,荒川区,○,○,営利法人,1,1,独立系,2011502014162,有限会社つむぎ,,,ケアステーションつむぎ,1371804558,東京都荒川区町屋1-13-13ドリームハウス202号,03-6458-2723,03-6458-2723,03-6458-2734,,"平日,土曜日,祝日",,,,,,,,,,,,
1584,荒川区,○,○,営利法人,1,1,独立系,4011802026698,有限会社アイ・サポート,,,ケアプランいろは,1371805001,東京都荒川区町屋2-21-9セジュール好彩　101,03-5901-9690,03-5901-9690,03-5901-9691,,平日,,,,,,,,,,,,
1588,荒川区,○,○,営利法人,1,1,独立系,6011501019324,株式会社　未来企画,,,居宅介護支援事業所　みらい,1371803915,東京都荒川区東尾久6-34-25１階,０３－５６０４－９５３６,03-5604-9536,０３－５９０１－９０１１,,"平日,土曜日",,,,,,,,,,,,
1589,荒川区,○,○,営利法人,1,1,独立系,7011501019546,株式会社あしすと,,,あしすとケアセンター,1371804566,東京都荒川区東日暮里1-6-9東出ビル１階,03-6806-5351,03-6806-5351,03-6806-8346,http://assist-riha.jp,平日,,,,,,,,,,,,
1590,荒川区,○,○,営利法人,1,1,独立系,5011501017931,株式会社みやび,,,みやびケアプランセンター,1371803477,東京都荒川区東日暮里２－１７－９,03-5615-3615,03-5615-3615,03-5615-3616,,"平日,祝日",,,,,,,,,,,,
1591,荒川区,○,○,営利法人,1,1,独立系,2011501005212,株式会社アイメック,,,くまのまえ訪問サービスセンター,1367195779,東京都荒川区東尾久5-7-10トーア東尾久マンション１０１号,03-5692-5900,03-5692-5900,03-5692-5920,,"平日,土曜日",,,,,,,,,,,,
1593,荒川区,○,○,営利法人,1,1,独立系,7011501016213,株式会社シーキユーブ,,,すえひろケアプランセンター熊野前,1371804194,東京都荒川区東尾久3丁目30番6号ロイヤル東尾久201,03-6807-6019,03-6807-6019,03-6807-6024,http://www.kaigo-suehiro.jp,平日,,,,,,,,,,,,
1594,荒川区,○,○,営利法人,1,1,独立系,8011501031574,株式会社ルミエール,,,フルールプラン,1371804962,東京都荒川区荒川3丁目58-12F,03-6806-6928,03-6806-6928,03-6806-6929,https://lumiere-inc.com/,平日,,,,,,,,,,,,
1595,荒川区,○,○,営利法人,1,1,独立系,2011501005914,株式会社介護ユーアイ,,,株式会社介護ユーアイ,1371800168,東京都荒川区西尾久7-15-4,03-3810-6069,03-3810-6069,03-3810-6068,http://kaigo-ui.co.jp/,平日,,,,,,,,,,,,
1596,荒川区,○,○,営利法人,1,1,独立系,6011501007568,株式会社千代田サービスセンター,,,あっぷるちよだ日暮里駅前店,1371801265,東京都荒川区西日暮里2-17-8千代田第二ビル　4階・6階,03-3805-0136,03-3805-0136,03-3805-0176,,平日,,,,,,,,,,,,
1597,荒川区,○,○,営利法人,1,1,独立系,9011501008084,株式会社日本ドライ,,,エール・ケア荒川営業所,1371803972,東京都荒川区町屋１－２７－５2階,03-6240-8662,03-6240-8662,03-6240-8667,https://www.jp-dry.co.jp,平日,,,,,,,,,,,,
1598,荒川区,○,○,営利法人,1,1,独立系,8011501022664,株式会社１．ｌｉｆｅ,,,株式会社1.life,1371804814,東京都荒川区西尾久１丁目３３番１号グロウイン若竹１０２号室,0368078929,0368078929,0368078930,https://1life-tt.co.jp/,平日,,,,,,,,,,,,
1608,葛飾区,○,○,営利法人,1,1,独立系,5011803004413,Heart合同会社,,,あい居宅介護支援事業所,1372208601,東京都葛飾区宝町2－30－9山田ビル101,03－5654－6937,03-5654-6937,03－5654ー6938,https://www.ikyotakukaigo-heart.jp,平日,,,,,,,,,,,,
1610,葛飾区,○,○,営利法人,1,1,独立系,2010703002182,あい夢合同会社,,,居宅介護支援事業所　あい夢,1372205896,東京都葛飾区金町3-17-13,03-5876-6042,03-5876-6042,03-5876-6043,https://www.aimu.store/,"平日,土曜日,祝日",,,,,,,,,,,,
1611,葛飾区,○,○,営利法人,1,1,独立系,7011103004970,ぴさらワークス合同会社,,,高砂で介護のお話が気軽にできるお家高砂ケア,1372209179,東京都葛飾区高砂３－２１－９Ｖａｌｓｈｅ高砂１０４,03-6321-9772,03-6321-9772,03-6800-5392,https://www.takasago-care.com/,平日,,,,,,,,,,,,
1613,葛飾区,○,○,営利法人,1,1,独立系,4011801032912,らいくじょぶかんぱにー株式会社,,,ケアテックＳＨＩＮ-ＫＯＩＷＡ,1372207744,東京都葛飾区新小岩2-9-1杉山ビル2Ｆ,03-5678-5611,03-5678-5611,03-5678-5612,https://www.likejobcom.jp/,平日,,,,,,,,,,,,
