除外理由,No,エリア,都内1事業所,全国1事業所,法人種別,都内事業所数,全国事業所数,事業所タイプ(推定),法人番号,法人名,代表者名,管理者名,事業所名,事業所番号,事業所所在地,電話番号,電話番号(整形),電話種別,FAX,ホームページ,利用可能曜日,指定年月日,記録者,架電状況,架電日,架電回数,対応者,見込み度,次回アクション,次回架電予定日,希望時間帯,商談日,商談結果,通話メモ,備考
民間(営利法人)ではない: 医療法人,2022,三鷹市,○,○,医療法人,1,1,独立系,3012405001453,医療法人社団永寿会,,,医療法人社団永寿会三鷹中央リハケア居宅介護支援事業所,1373601069,東京都三鷹市下連雀9-2-7,0422-70-1066,0422-70-1066,固定(多摩等),0422-70-0701,http://rehacare.webmedipr.jp/contents/kyotaku.html,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2023,三鷹市,○,○,医療法人,1,1,独立系,1012405001505,医療法人社団清恵会,,,ケアプランみんなの家,1373602620,東京都三鷹市下連雀6-18-30-101,0422-49-6655,0422-49-6655,固定(多摩等),0422-26-9266,http://www.shinohara-hospital.or.jp/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2024,三鷹市,○,○,医療法人,1,1,医療機関併設,8430005009861,医療法人社団積信会,,,長谷川病院居宅介護支援事業所,1373602257,東京都三鷹市深大寺2-30-172F,0422-30-5316,0422-30-5316,固定(多摩等),0422-33-0337,,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2025,三鷹市,○,○,医療法人,1,1,訪問看護併設,6012405001450,医療法人財団慈生会,,,医療法人財団慈生会野村訪問看護ステーション,1373600095,東京都三鷹市下連雀8-3-6,0422-47-4870,0422-47-4870,固定(多摩等),0422-47-5506,http://www.nomura.or.jp,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: NPO,2052,三鷹市,○,○,NPO,1,1,独立系,7012405002183,特定非営利活動法人グレースケア機構,,,NPOグレースケア相談事業部,1373603198,東京都三鷹市大沢4－8－8三鷹市福祉Laboどんぐり山3階協働研究推進室A,080-4788-7517,080-4788-7517,携帯,050-3730-8200,https://g-care.org/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2055,三鷹市,○,○,社会福祉法人,1,1,独立系,5012405001690,社会福祉法人三鷹市社会福祉事業団,,,はなかいどう指定居宅介護支援事業所,1373600160,東京都三鷹市牟礼６－１２－３０,0422-76-8815,0422-76-8815,固定(多摩等),0422-44-9772,https://www.mitaka.or.jp/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 社協,2056,三鷹市,○,○,社協,1,1,社協・包括,1012405001587,社会福祉法人三鷹市社会福祉協議会,,,三鷹市社会福祉協議会　居宅介護支援事業所,1373601218,東京都三鷹市新川6-37-1三鷹中央防災公園・元気創造プラザ3階福祉センター,0422-79-3505,0422-79-3505,固定(多摩等),0422-71-2053,https://www.mitakashakyo.or.jp/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 一般社団・財団,2066,八王子市,○,○,一般社団・財団,1,1,医療機関併設,4010105001599,一般社団法人八王子市医師会,,,八王子市医師会立ケアプランセンター,1372900504,東京都八王子市本町13-2八王子市医師会館,042-620-7051,042-620-7051,固定(多摩等),042-620-7057,https://hachihoukan.jp,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 一般社団・財団,2067,八王子市,○,○,一般社団・財団,1,1,独立系,5010105000006,一般財団法人　仁和会,,,一般財団法人　仁和会介護支援センター花,1372900595,東京都八王子市東町2-11,042-646-5552,042-646-5552,固定(多摩等),042-644-3761,http://www.jinwakai.jp,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2072,八王子市,○,,医療法人,1,2,医療機関併設,3290005001508,医療法人　永寿会,,,医療法人永寿会陵北病院,1372900124,東京都八王子市西寺方町315番地,042-651-3374,042-651-3374,固定(多摩等),042-651-2319,http://eijyukai.jp,"平日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2074,八王子市,○,○,医療法人,1,1,独立系,9010105000101,医療法人社団光生会,,,居宅介護支援事業所ぐらんぱぐらんま,1372903219,東京都八王子市下恩方町1817-2M&K2ビル101号,042-650-6450,042-650-6450,固定(多摩等),042-650-6451,,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2075,八王子市,○,○,医療法人,1,1,独立系,3010105000189,医療法人社団明和会,,,居宅介護支援事業所ウエストケアセンター,1372901221,東京都八王子市上川町２１３５番地,042-654-5516,042-654-5516,固定(多摩等),042-654-7716,http://west-care.jp,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2076,八王子市,○,,医療法人,1,2,独立系,5010105000088,医療法人社団永生会,,,指定居宅介護支援事業所　片倉,1372900249,東京都八王子市片倉町440-2,042-632-6335,042-632-6335,固定(多摩等),042-632-6352,http://www.eisei.or.jp,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2077,八王子市,○,○,医療法人,1,1,独立系,6010105000104,医療法人社団玉栄会,,,指定居宅介護支援事業所「元八王子」,1372900207,東京都八王子市上壱分方町71－4,042-651-5823,042-651-5823,固定(多摩等),042-651-5723,http://www.anglecourt.or.jp,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2078,八王子市,○,○,医療法人,1,1,独立系,2010105000198,医療法人財団緑雲会,,,指定居宅介護支援事業所ハイネス,1372901783,東京都八王子市中野町２０８２－１,042-655-6360,042-655-6360,固定(多摩等),042-628-5687,,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: NPO,2148,八王子市,○,○,NPO,1,1,独立系,2010105000776,特定非営利活動法人ゆぎの里,,,ケアプランゆぎの里,1372906766,東京都八王子市越野773番地,042-670-8805,042-670-8805,固定(多摩等),042-670-8804,http://yugino-sato.org/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: NPO,2149,八王子市,○,○,NPO,1,1,独立系,6010105000070,特定非営利活動法人市民ユニットりぼん,,,ケアプランサービスりぼん,1372900926,東京都八王子市横川町1166番地2メゾンさつきの101号,042-621-4781,042-621-4781,固定(多摩等),042-621-4381,http://shiminunit-ribon.com/,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2150,八王子市,○,○,社会福祉法人,1,1,独立系,7010105000251,社会福祉法人　アゼリヤ会,,,居宅介護支援センターみやま,1372900173,東京都八王子市美山町1463,042-650-6327,042-650-6327,固定(多摩等),042-650-6328,https://azeriya-miyamaday.jp/kyotaku,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2151,八王子市,○,○,社会福祉法人,1,1,施設併設,4010105000287,社会福祉法人　八王子心成会,,,八王子心成苑,1372901387,東京都八王子市館町1795番地1,042-669-0771,042-669-0771,固定(多摩等),042-663-1186,http://www.sinseien.or.jp,"平日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2152,八王子市,○,○,社会福祉法人,1,1,独立系,8010105000250,社会福祉法人　愛信芳主会,,,丘の上ケアプランセンター,1372901288,東京都八王子市片倉町1151-2,042-683-2796,042-683-2796,固定(多摩等),042-683-2792,http://www.aishinhoushukai.jp/,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2153,八王子市,○,○,社会福祉法人,1,1,独立系,6010105001721,社会福祉法人いきいき福祉会,,,ケアプランセンターいきいき,1372907673,東京都八王子市東町2-3共立ビル３階,042-639-7625,042-639-7625,固定(多摩等),042-639-7632,http://ikiiki-fukushi.jp/careplan.html,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2154,八王子市,○,○,社会福祉法人,1,1,独立系,9010105000258,社会福祉法人ゆずの木,,,居宅介護支援事業所　ゆずの樹,1372901817,東京都八王子市上柚木1550介護老人福祉施設　多摩シルバーハウス,042-670-5311,042-670-5311,固定(多摩等),042-670-5312,http://www.t-s-h.jp,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2157,八王子市,○,○,社会福祉法人,1,1,独立系,4010105000279,社会福祉法人多摩養育園,,,桜の里ケアマネジメントセンター,1372900553,東京都八王子市犬目町560－1特別養護老人ホーム　桜の里,042－659-8739,042-659-8739,固定(多摩等),042－654-3902,http://www.tamatokuyou.net/,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2158,八王子市,○,○,社会福祉法人,1,1,独立系,9010105000282,社会福祉法人東京玉葉会,,,指定居宅介護支援事業所川口,1372900215,東京都八王子市川口町1543番地新浅川園内,042-654-7027,042-654-7027,固定(多摩等),042-654-1170,http://www.seiyoen.com/publics/index/52,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2161,八王子市,○,○,社会福祉法人,1,1,独立系,5010105000294,社会福祉法人美薗会,,,絹の道ケアプランセンター,1372900561,東京都八王子市鑓水94番地,042-674-8200,042-674-8200,固定(多摩等),042-674-9733,http://www.kinu-michi.jp,"平日,土曜日,日曜日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2162,八王子市,○,○,社会福祉法人,1,1,独立系,6010105000269,社会福祉法人親和福祉会,,,指定居宅介護支援事業所　中野山王,1372906576,東京都八王子市中野山王3-5-23第一山王ビル1階103号室,042-686-1402,042-686-1402,固定(多摩等),042-686-1403,http://www.komatubaraen.or.jp,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 一般社団・財団,2167,国分寺市,○,○,一般社団・財団,1,1,独立系,9012405002743,一般財団法人国分寺市健康福祉サービス協会,,,一般財団法人国分寺市健康福祉サービス協会,1373100096,東京都国分寺市泉町2-3-8国分寺市いずみプラザ,042-321-5081,042-321-5081,固定(多摩等),042-321-5806,https://kokubunji-fukushi.com,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 協同組合,2168,国分寺市,○,○,協同組合,1,1,医療機関併設,3012405000174,三多摩医療生活協同組合,,,三多摩医療生活協同組合　国分寺診療所,1373100021,東京都国分寺市本町4-12-14,042-325-0784,042-325-0784,固定(多摩等),042-325-0785,http://www.santama-iryou.com,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: NPO,2184,国分寺市,○,○,NPO,1,1,独立系,6012805000003,特定非営利活動法人ケア・センターやわらぎ,,,介護相談センターやわらぎ・国分寺,1373100286,東京都国分寺市本町四丁目1番2号エスポアール花澤台1階,042-327-0417,042-327-0417,固定(多摩等),042-327-0415,http://www.yawaragi.or.jp/,"平日,土曜日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2187,国分寺市,○,○,社会福祉法人,1,1,施設併設,9012405000508,社会福祉法人普門会,,,居宅介護支援センターにしき苑,1373100062,東京都国分寺市東恋ヶ窪2-22-38,042-327-2225,042-327-2225,固定(多摩等),042-328-3908,http://www.nishiki-en.com,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2188,国分寺市,○,○,社会福祉法人,1,1,独立系,4012405000082,社会福祉法人浴光会,,,浴光介護支援サービス,1373100088,東京都国分寺市東恋ヶ窪3-28-15浴光ShineZ寮３階,042-313-7768,042-313-7768,固定(多摩等),042-313-7769,https://kyotaku.yokukou.net/index.html,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 一般社団・財団,2189,国立市,○,○,一般社団・財団,1,1,独立系,8012405002331,一般社団法人たまぷらねっと,,,在宅ケアセンターたまぷらねっと,1373400835,東京都国立市西2-11-23関ビル第二101,042-505-5441,042-505-5441,固定(多摩等),042-505-5442,http://tamapula.info,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2190,国立市,○,○,医療法人,1,1,独立系,9010905000655,医療法人社団　三水会,,,医療法人社団　三水会　あるふぁ指定居宅介護支援事業所,1373800620,東京都国立市富士見台1-20-1グランドール国立101,042-505-4722,042-505-4722,固定(多摩等),042-505-4725,http://www.sansuikai.jp/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2191,国立市,○,○,医療法人,1,1,独立系,3012405000224,医療法人社団つくし会,,,医療法人社団つくし会　居宅介護支援事業所,1373401122,東京都　国立市　西2-26-29,042－574－3305,042-574-3305,固定(多摩等),042－505－5234,http://www.nitta-clinic.or.jp,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 医療法人,2193,国立市,○,○,医療法人,1,1,独立系,4012805002736,医療法人社団松明会,,,ひまわり国立,1373401460,東京都国立市富士見台1-24-11カーサパイン２F,042-505-8355,042-505-8355,固定(多摩等),042-505-6405,https://sunflower.torchlight.tokyo/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 社協,2203,国立市,○,○,社協,1,1,社協・包括,3012405000075,社会福祉法人　国立市社会福祉協議会,,,国立市社会福祉協議会ケアプランセンター,1373400082,東京都国立市富士見台2丁目38番地の５くにたち福祉会館,042-580-1353,042-580-1353,固定(多摩等),042-580-7112,http://www.kunitachi-csw.tokyo,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2204,国立市,○,○,社会福祉法人,1,1,独立系,1012405000060,社会福祉法人　弥生会,,,くにたち苑指定居宅介護支援事業所,1373400033,東京都国立市泉３－１－６,042-577-3111,042-577-3111,固定(多摩等),042-577-1301,http://www.kuni-en.com,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 不明(法人格の記載なし),2205,多摩市,○,○,不明(法人格の記載なし),1,1,独立系,5012403004167,TSMサービス,,,フレンドリーケア,1375002076,東京都多摩市豊ヶ丘1-60-8トウタクサン102,042-400-7141,042-400-7141,固定(多摩等),042-400-7142,http://hp.kaipoke.biz/s99/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: NPO,2222,多摩市,○,○,NPO,1,1,独立系,7013405000318,特定非営利活動法人麻の葉,,,ケアプラン麻の葉,1375000930,東京都多摩市落合6-15-3第三椎の木ビル106,042-337-8288,042-337-8288,固定(多摩等),042-337-8388,http://www.asanoha.jp,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2226,多摩市,○,○,社会福祉法人,1,1,独立系,5013405000138,社会福祉法人大和会,,,和光園居宅介護支援事業所,1375000054,東京都多摩市和田１５３２番地,042-389-6878,042-389-6878,固定(多摩等),042-389-3315,http://yamatokai-tokyo.or.jp/,"平日,土曜日,祝日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2228,多摩市,○,○,社会福祉法人,1,1,独立系,7013405000152,社会福祉法人桜ヶ丘社会事業協会,,,さくらが丘居宅介護支援事業所,1375000039,東京都多摩市連光寺１－１－１,042-373-4511,042-373-4511,固定(多摩等),042-375-3600,http://www.swfsakura.or.jp/zaitaku/,"平日,土曜日",,,,,,,,,,,,,,
民間(営利法人)ではない: 社会福祉法人,2229,多摩市,○,○,社会福祉法人,1,1,独立系,4013405000139,社会福祉法人楽友会,,,白楽荘居宅介護支援事業所,1375000062,東京都多摩市山王下１－１８－２,042-376-4968,042-376-4968,固定(多摩等),042-376-4962,http://www.rakuyuukai.com,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 一般社団・財団,2233,小平市,○,○,一般社団・財団,1,1,医療機関併設,5012705001696,一般社団法人小平市医師会,,,一般社団法人　小平市医師会ケアマネージメントセンター,1374300067,東京都小平市学園西町3-24-13,042-348-3231,042-348-3231,固定(多摩等),042-348-3232,http://www.kodaira-med.or.jp/,平日,,,,,,,,,,,,,,
民間(営利法人)ではない: 一般社団・財団,2234,小平市,○,○,一般社団・財団,1,1,独立系,5012705000021,一般財団法人多摩緑成会,,,ケアプランセンター　てとてと小平,1374303723,東京都小平市小川西町2-35-1整育園通所センター1階,0423121505,0423121505,固定(多摩等),0423121506,https://tetote.to/office/kodaira-care/,"平日,土曜日,祝日",,,,,,,,,,,,,,
